Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBath,HouseAge,RemodAge,HasBasement,HasGarage,HasFireplace,OverallScore,ExteriorScore,BsmtScore,Qual_X_GrLivArea,Qual_X_TotalSF,Qual_X_LotArea,BsmtQual_X_BsmtFinSF1,YearBuilt_X_Qual,TotalSF2,Nbhd_X_Qual,Nbhd_X_GrLivArea,TotalPorchSF,LivAreaRatio,BsmtFinRatio,GaragePerCar,PorchRatio,BathPerRoom,BedroomRatio,RoomPerSqFt,QualPerSqFt,RemodRatio,LivAreaPerRoom,MasVnrRatio,WoodDeckRatio,YearsSinceRemod,GarageAge,KitchenQual_Ord,HeatingQC_Ord,GarageQual_Ord,GarageCond_Ord,BsmtCond_Ord,FireplaceQu_Ord,Functional_Ord,PavedDrive_Ord,BsmtExposure_Ord,BsmtFinType1_Ord,BsmtFinType2_Ord,LotShape_Ord,LandSlope_Ord,ExterQual_Ord,ExterCond_Ord,BsmtQual_Ord,TotalQualScore,Nbhd_GrLivArea_mean,Nbhd_GrLivArea_std,Nbhd_TotalSF_mean,Nbhd_TotalSF_std,Nbhd_LotArea_mean,Nbhd_LotArea_std,Nbhd_OverallQual_mean,Nbhd_OverallQual_std,Nbhd_YearBuilt_mean,Nbhd_YearBuilt_std,Nbhd_Count,GrLivArea_Z,TotalSF_Z,LotArea_Z,OverallQual_Z,YearBuilt_Z,MoSold_sin,MoSold_cos,DecadeBuilt,DecadeRemod,YrSold_minus_YearBuilt,OverallQual_X_TotalBath,GrLivArea_X_TotalBath,OverallQual_X_Fireplaces,GarageCars_X_GarageArea
213,60,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,932,920,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2,644,TA,TA,Y,168,108,0,0,0,0,,,,0,7,2009,New,Partial,252678,3396,3.5,0,0,1,1,1,35,6,4,12964,23772,60480,3288,14063,11532816,51.360465116279066,2956997.9534883723,276,0.21432704548084713,0.9123196448390677,322.0,0.03194074759865756,0.4375,0.375,0.0037776578521316784,0.0037776578521316784,0.0,231.5,0.0,0.019442194190487212,0,0.0,4,5,3,3,3,3,7,3,1,6,1,4,3,3,3,4,43,1596.6511627906978,294.93743174729593,3360.3255813953488,666.610415228291,7840.872093023256,3742.981201871708,7.337209302325581,0.8060136492243652,2004.9883720930231,3.122948026715322,86,0.8628473785882798,0.05343598270924561,0.21344335451717564,-0.1867147031089181,0.9729998731448589,-0.4999999999999997,-0.8660254037844388,2000,2000,0,24.5,6482.0,7,1288
214,20,RL,43.0,13568,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,GasA,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,0,,Attchd,1996.0,Unf,2,576,TA,TA,Y,224,0,0,0,0,0,,,,0,7,2006,WD,Normal,156000,2556,1.5,11,11,1,1,0,25,6,4,4950,12780,67840,2864,9975,6533136,33.199999999999996,1465695.0,224,0.07296042449701526,0.722502522704339,288.0,0.016508217259930725,0.25,0.5,0.005045408678102927,0.005045408678102927,0.0,165.0,0.0,0.016508217259930725,11,10.0,3,5,3,3,3,0,7,3,1,5,1,2,3,3,3,4,37,1480.5,430.93246407134853,3190.6666666666665,732.1432605132611,9619.146666666667,2344.7755445209355,6.64,1.0380673834667236,1997.8866666666668,10.436472356944657,150,-1.1355941977053547,-0.8656789209551584,1.6833892494773128,-0.8046838948035089,-0.25240883522215457,-0.4999999999999997,-0.8660254037844388,1990,1990,11,7.5,1485.0,0,1152
215,60,RL,,10900,Pave,,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,GasA,Ex,Y,SBrkr,689,703,0,1392,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1977.0,Fin,1,299,TA,TA,Y,0,36,0,0,0,0,,MnPrv,Shed,450,3,2010,WD,Normal,161750,2380,1.5,33,33,1,1,0,42,6,4,8352,14280,65400,1512,11862,5664400,39.839999999999996,2060856.0,36,0.12769470690762316,0.5478260869565217,299.0,0.003302449316576461,0.21428571428571427,0.42857142857142855,0.004307250538406317,0.004307250538406317,0.0,198.85714285714286,0.10983488872936109,0.0,33,33.0,3,5,3,3,3,0,7,3,1,6,1,3,3,3,3,4,40,1480.5,430.93246407134853,3190.6666666666665,732.1432605132611,9619.146666666667,2344.7755445209355,6.64,1.0380673834667236,1997.8866666666668,10.436472356944657,150,-0.2048931427052475,-1.1057411427326393,0.546025529307372,-0.3140229833379546,-1.8263207407644018,1.0,6.123233995736766e-17,1970,1970,33,9.0,2088.0,0,299
216,20,RL,72.0,10011,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,TA,Y,SBrkr,1236,0,0,1236,0,1,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,1957.0,Unf,1,447,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2006,WD,Normal,134450,2753,1.5,49,10,1,1,1,30,6,3,6180,13765,50055,1080,9785,7579009,26.8,1619544.5333333334,0,0.12345185777067519,0.33613445378151263,447.0,0.0,0.21428571428571427,0.2857142857142857,0.004850444624090542,0.004042037186742118,0.78,176.57142857142858,0.05173807599029911,0.0,10,49.0,4,3,3,3,3,2,6,3,1,4,1,3,3,3,3,3,38,1310.3111111111111,413.4982521891623,2763.5422222222223,713.3425026669244,10139.915555555555,3250.1387576117677,5.36,0.8233208019096458,1959.9955555555555,8.770637793318546,225,-0.17927967299895434,-0.014757937799954548,-0.03965243109163835,-0.19744194199010737,-0.30658751444086224,0.49999999999999994,-0.8660254037844387,1950,1990,49,7.5,1854.0,5,447
217,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,GasA,Ex,Y,SBrkr,1436,0,0,1436,1,0,2,0,3,1,Gd,8,Typ,0,,Attchd,2004.0,Unf,2,484,TA,TA,Y,139,98,0,0,0,0,,,,0,4,2008,WD,Normal,210000,3356,3.0,4,4,1,1,0,35,7,4,10052,23492,59150,3784,14028,11262736,46.48,2125998.0,237,0.1699207194414862,0.6583159359777314,242.0,0.028044018459353923,0.3333333333333333,0.3333333333333333,0.0055671537926235215,0.0048712595685455815,0.0,159.55555555555554,0.18510786360473208,0.01644775766181517,4,4.0,4,5,3,3,3,0,7,3,2,6,1,4,3,4,3,4,41,1480.5,430.93246407134853,3190.6666666666665,732.1432605132611,9619.146666666667,2344.7755445209355,6.64,1.0380673834667236,1997.8866666666668,10.436472356944657,150,-0.10302536554105665,0.22551299621520962,-0.4984051732474838,0.1766379281275997,0.534547117548969,0.8660254037844387,-0.4999999999999998,2000,2000,4,21.0,4308.0,0,968
218,70,RM,57.0,9906,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,GasA,Fa,N,SBrkr,810,518,0,1328,0,0,1,0,3,1,TA,8,Typ,0,,Detchd,1940.0,Unf,1,210,TA,TA,Y,0,172,60,0,0,0,,,,0,9,2006,WD,Family,107000,2224,1.0,81,56,1,1,0,16,6,3,5312,8896,39624,0,7700,4946176,21.557522123893804,1965075.6814159292,232,0.13404663369334813,0.0,210.0,0.023417785404259615,0.1111111111111111,0.3333333333333333,0.006019563581640331,0.0030097817908201654,0.3048780487804878,147.55555555555554,0.0,0.0,56,66.0,3,2,3,3,3,0,7,3,1,1,1,4,3,3,3,3,31,1479.725663716814,576.9436133594056,2672.079646017699,830.3716480931995,8207.061946902655,3235.4798752138818,5.389380530973451,1.2916879067894627,1922.8849557522124,23.09559026106399,113,-0.2625267590291036,-0.5389643092176601,0.5249339154271958,-0.6062695216295407,0.08777723329755205,-1.0,-1.8369701987210297e-16,1920,1950,81,4.0,1328.0,0,210
219,50,RL,,15660,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,Ex,Y,SBrkr,1137,817,0,1954,0,1,1,1,3,1,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2,431,TA,TA,Y,0,119,150,0,0,0,,,,0,5,2008,WD,Normal,311500,3183,2.0,69,2,1,1,1,63,8,3,13678,22281,109620,1023,13573,10131489,43.92156862745098,3500801.7254901957,269,0.12476853329927846,0.4267834793491865,215.5,0.01717642551561203,0.2222222222222222,0.3333333333333333,0.004092071611253197,0.0035805626598465474,0.9571428571428572,217.11111111111111,0.15959079283887467,0.0,2,69.0,4,5,3,3,3,3,7,3,1,4,1,3,3,4,4,3,48,1791.6078431372548,544.5491007588341,3234.5882352941176,844.4855754000913,11809.686274509804,5315.343377394151,6.2745098039215685,1.0213409102263362,1941.549019607843,23.425041067618373,51,0.2976673531985756,-0.0610161034027169,0.7242409777107849,0.3589153083520166,-0.1043609138992388,0.49999999999999994,-0.8660254037844387,1930,2000,69,14.0,3908.0,14,862
220,120,RL,43.0,3010,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,Ex,Y,SBrkr,1248,0,0,1248,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2005.0,Fin,2,438,TA,TA,Y,108,0,0,0,0,0,,,,0,3,2006,New,Partial,167240,2934,2.0,1,0,1,1,0,35,7,4,8736,20538,21070,64,14035,8608356,50.23529411764706,1782070.5882352942,108,0.41448023912321486,0.012810248198558846,219.0,0.03586848223181667,0.3333333333333333,0.3333333333333333,0.0040032025620496394,0.005604483586869495,0.5,208.0,0.012810248198558846,0.03586848223181667,0,1.0,4,5,3,3,3,0,7,3,3,6,1,4,3,4,3,4,41,1427.9411764705883,138.17808734936742,3255.1176470588234,275.99046232454776,3398.176470588235,371.9350136942806,7.176470588235294,0.39295262399668784,2005.235294117647,1.2514697241996022,17,-1.292884389328448,-1.1593094013561094,-1.0408689351610438,-0.126688148035474,-0.10450689836867307,1.0,6.123233995736766e-17,2000,2000,1,14.0,2496.0,0,876
221,20,RL,73.0,8990,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1498,0,0,1498,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,RFn,2,675,TA,TA,Y,351,33,0,0,0,0,,,,0,4,2006,New,Partial,204900,3671,2.0,0,0,1,1,0,35,7,4,10486,25697,62930,0,14042,13476241,46.48,2217789.0,384,0.1666110554999444,0.0,337.5,0.04270937604270938,0.3333333333333333,0.3333333333333333,0.00333555703802535,0.004669779853235491,0.0,249.66666666666666,0.0,0.03903903903903904,0,0.0,4,5,3,3,3,0,7,3,2,1,1,3,3,4,3,4,41,1480.5,430.93246407134853,3190.6666666666665,732.1432605132611,9619.146666666667,2344.7755445209355,6.64,1.0380673834667236,1997.8866666666668,10.436472356944657,150,0.04051559319030318,0.655169813601042,-0.2682041204394748,0.1766379281275997,0.7094262181647742,0.8660254037844387,-0.4999999999999998,2000,2000,0,14.0,2996.0,0,1350
222,60,RL,,8068,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1010,1257,0,2267,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2002.0,RFn,2,390,TA,TA,Y,120,46,0,0,0,0,,,,0,12,2009,ConLI,Normal,200000,3667,2.5,7,7,1,1,1,30,7,4,13602,22002,48408,0,12012,13446889,39.34177215189874,3720864.4050632915,166,0.2809517908043128,0.0,195.0,0.02057256165571942,0.2777777777777778,0.4444444444444444,0.003527336860670194,0.0026455026455026454,0.0,251.88888888888889,0.0,0.014871731317387532,7,7.0,4,5,3,3,3,3,7,3,1,1,1,3,3,4,3,4,43,1641.3164556962026,297.6757633908979,2962.987341772152,481.48979523416494,11379.151898734177,4679.548479995796,6.556962025316456,0.7803161003645593,1998.253164556962,10.508199917122555,79,2.0948587766223317,1.4591244523341105,-0.7074281813094586,-0.3128444579040799,0.3255796275717478,-2.4492935982947064e-16,1.0,2000,2000,7,15.0,5667.5,6,780
223,60,RL,85.0,11475,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,GasA,TA,Y,SBrkr,811,741,0,1552,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,434,TA,TA,Y,209,208,0,0,0,0,,MnPrv,,0,2,2006,WD,Normal,179900,2699,3.5,31,31,1,1,1,36,6,4,9312,16194,68850,2200,11850,7284601,37.97260273972603,2681515.835616438,417,0.13523875914952946,0.7703081232492998,217.0,0.03633670268386197,0.5,0.42857142857142855,0.0038634900193174502,0.0038634900193174502,0.0,221.71428571428572,0.0,0.018211920529801324,31,31.0,3,3,3,3,3,3,7,3,1,5,1,4,3,3,3,4,40,1727.7808219178082,416.36019550969394,3415.1369863013697,601.1969846127458,11833.630136986301,2682.9986101108825,6.328767123287672,0.7275299635018467,1975.6301369863013,6.703040042720016,73,-0.4211729432011094,-1.18920719399134,-0.1336178549554038,-0.19031051862118406,-0.08180367527711667,0.8660254037844386,0.5000000000000001,1970,1970,31,21.0,5432.0,6,868
224,20,RL,70.0,10500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1989.0,Unf,2,576,TA,TA,Y,216,0,0,0,0,0,,,,0,3,2009,WD,Abnorml,97000,2304,1.0,38,38,1,1,0,24,6,3,3456,9216,42000,1572,7884,5308416,21.44,1132108.8,216,0.08227787829730501,0.8138728323699422,288.0,0.020569469574326253,0.2,0.4,0.004624277456647399,0.004624277456647399,0.0,172.8,0.0,0.020569469574326253,38,20.0,3,4,3,3,3,0,7,3,1,5,2,4,3,3,3,3,35,1310.3111111111111,413.4982521891623,2763.5422222222223,713.3425026669244,10139.915555555555,3250.1387576117677,5.36,0.8233208019096458,1959.9955555555555,8.770637793318546,225,-1.0767502848418058,-0.6433079657259209,0.11075640607506912,-0.7458917808515162,1.1262769818332314,1.0,6.123233995736766e-17,1970,1970,38,4.0,864.0,0,1152
225,20,RL,103.0,13472,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,GasA,Ex,Y,SBrkr,2392,0,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,2003.0,Fin,3,968,TA,TA,Y,248,105,0,0,0,0,,,,0,6,2009,WD,Normal,386250,5752,2.0,6,6,1,1,1,50,8,5,23920,57520,134720,280,20030,33085504,82.5974025974026,4582947.7402597405,353,0.17754026571661843,0.023401587964897618,322.6666666666667,0.02620054924664143,0.2222222222222222,0.3333333333333333,0.003343083994985374,0.004178854993731718,0.0,265.77777777777777,0.38529043042206434,0.01840718473985007,6,6.0,5,5,3,3,3,5,7,3,4,6,1,4,3,5,3,5,52,1915.948051948052,427.22805742994655,4264.532467532467,780.6045663865718,10887.948051948051,3637.945957094412,8.25974025974026,0.9921083000437609,2005.6753246753246,1.802349040627708,77,1.11167855490138,1.903094731577924,0.7101100094696752,0.873576873416727,-0.9546721827076153,1.2246467991473532e-16,-1.0,2000,2000,6,20.0,4784.0,10,2904
226,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1991.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,COD,Abnorml,112000,2212,2.5,38,38,1,1,0,25,6,3,6510,11060,8400,0,9855,4892944,28.4375,1488430.125,0,0.7745389649018442,0.0,280.0,0.0,0.35714285714285715,0.42857142857142855,0.004604758250191865,0.003837298541826554,0.0,186.0,0.10897927858787414,0.0,38,18.0,3,3,3,3,3,0,7,3,1,1,1,4,3,3,3,3,34,1143.1875,155.82863183638622,2011.0625,307.4760627539429,1801.0,193.89584833100471,5.6875,0.478713553878169,1971.4375,1.0307764064044072,16,1.0126499105449283,0.6513876577849042,-0.6208444204234539,-0.4649311546492006,-0.21543484483090677,0.49999999999999994,-0.8660254037844387,1970,1970,38,12.5,3255.0,0,280
227,60,RL,82.0,9950,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,GasA,Ex,Y,SBrkr,1214,1306,0,2520,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,721,TA,TA,Y,224,114,0,0,0,0,,,,0,6,2007,WD,Abnorml,290000,4444,2.5,12,12,1,1,1,35,7,4,17640,31108,69650,2260,13965,19749136,55.48780487804878,6322311.219512195,338,0.2532408803135363,0.4692691029900332,240.33333333333334,0.03396643553411718,0.25,0.4,0.0035700119000396666,0.002776675922253074,0.0,252.0,0.11503371677905593,0.02251030047231434,12,12.0,4,5,3,3,3,3,7,3,1,6,1,3,3,4,3,4,44,2508.8536585365855,592.0636182445098,4708.536585365854,1023.9913353530139,14218.90243902439,7332.628883302626,7.926829268292683,0.8482406469404488,1995.439024390244,2.674404424239227,41,0.018794512292640852,-0.2580866552152325,-0.5820995999325689,-0.5014656883706907,-0.11948178250271306,1.2246467991473532e-16,-1.0,1990,1990,12,17.5,6300.0,7,2163
228,160,RM,21.0,1869,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1987.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2008,WD,Normal,106000,1750,1.5,38,38,1,1,0,36,6,3,5922,10500,11214,963,11820,3062500,34.125,1128326.0625,0,0.5278074866310161,0.6632231404958677,280.0,0.0,0.25,0.3333333333333333,0.005060728744939271,0.006072874493927126,0.0,164.5,0.12854251012145748,0.0,38,21.0,3,3,3,3,3,0,7,3,1,3,1,4,3,3,3,3,36,1143.1875,155.82863183638622,2011.0625,307.4760627539429,1801.0,193.89584833100471,5.6875,0.478713553878169,1971.4375,1.0307764064044072,16,-0.9959118954945989,-0.8462974328359393,0.3489043023867344,0.2113323430223639,-0.7078573473015509,-1.0,-1.8369701987210297e-16,1970,1970,38,9.0,1480.5,0,280
229,20,RL,70.0,8521,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,912,GasA,TA,Y,SBrkr,912,0,0,912,0,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1974.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2010,WD,Normal,125000,2160,1.0,43,43,1,1,1,25,6,3,4560,10800,42605,2526,9835,4665600,25.135135135135137,1108203.2432432433,0,0.1070171321286083,0.9222343921139102,336.0,0.0,0.16666666666666666,0.5,0.00547645125958379,0.00547645125958379,0.0,152.0,0.0,0.0,43,36.0,3,3,3,3,3,2,7,3,1,5,1,4,3,3,3,3,36,1215.1351351351352,344.62488339564356,2577.9594594594596,559.9667416540092,10459.283783783783,3456.18901499971,5.027027027027027,0.5227161143927312,1963.6756756756756,14.071352524401286,74,-0.8770639780242052,-0.7450699451933764,-0.5606531130852693,-0.01774922243980175,0.22057239514118787,0.49999999999999994,-0.8660254037844387,1960,1960,43,5.0,912.0,5,336
230,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,2,430,TA,TA,Y,143,20,0,0,0,0,,,,0,5,2009,WD,Normal,192500,3358,2.0,4,3,1,1,1,35,7,4,10885,23506,22274,64,14035,11276164,50.23529411764706,2220448.529411765,163,0.48853283066289666,0.011644832605531296,215.0,0.0512095507382972,0.25,0.25,0.004498714652956298,0.004498714652956298,0.2,194.375,0.010282776349614395,0.04492617027961043,3,4.0,4,5,3,3,3,3,7,3,3,6,1,4,3,4,3,4,44,1427.9411764705883,138.17808734936742,3255.1176470588234,275.99046232454776,3398.176470588235,371.9350136942806,7.176470588235294,0.39295262399668784,2005.235294117647,1.2514697241996022,17,0.9129226155441144,0.3714292256772006,-0.5796625756503765,-0.126688148035474,-0.10450689836867307,0.49999999999999994,-0.8660254037844387,2000,2000,4,14.0,3110.0,7,860
231,20,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,GasA,TA,Y,SBrkr,1194,0,0,1194,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,0,120,0,0,0,,,,0,4,2010,WD,Normal,148000,2700,2.0,51,51,1,1,0,36,6,3,7164,16200,52560,0,11754,7290000,32.160000000000004,1564511.4666666668,120,0.13628581212190388,0.0,312.0,0.013697066544914965,0.2857142857142857,0.42857142857142855,0.00502092050209205,0.00502092050209205,0.0,170.57142857142858,0.18410041841004185,0.0,51,51.0,3,3,3,3,3,0,7,3,1,1,1,4,3,3,3,3,36,1310.3111111111111,413.4982521891623,2763.5422222222223,713.3425026669244,10139.915555555555,3250.1387576117677,5.36,0.8233208019096458,1959.9955555555555,8.770637793318546,225,-0.28060700014250206,-0.08895203909188376,-0.42444068322977957,0.35100789687130146,-0.10189258640170598,0.8660254037844387,-0.4999999999999998,1950,1950,51,12.0,2388.0,0,312
232,60,RL,174.0,15138,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,GasA,Ex,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3,810,TA,TA,Y,0,146,202,0,0,0,,,,0,7,2009,WD,Normal,403000,5066,3.5,14,13,1,1,1,40,7,4,22352,40528,121104,2756,15960,25664356,63.41463414634146,7009737.12195122,348,0.18455644362243212,0.4709501025290499,270.0,0.022986987251469714,0.35,0.4,0.0032200357781753132,0.0028622540250447226,0.06666666666666667,279.4,0.1810375670840787,0.0,13,14.0,5,5,3,3,3,3,7,3,1,6,1,3,3,4,3,4,46,2508.8536585365855,592.0636182445098,4708.536585365854,1023.9913353530139,14218.90243902439,7332.628883302626,7.926829268292683,0.8482406469404488,1995.439024390244,2.674404424239227,41,0.4808022827423779,0.3487477428392437,0.1253264346479588,0.03958939645031772,-0.11948178250271306,-0.4999999999999997,-0.8660254037844388,1990,1990,14,28.0,9779.0,8,2430
